CRN,SUBJ,CRSE,SECTION,MEET_DAYS_TIMES,COURSE_LEVEL,TERM,TERM_DESC,UNITS,GRADE,CRSE_TITLE,ILNAME,IFNAME,ENROLLED,CNTOFGRADE
30008,AAS,107D,001,TR 2:10-4:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,A+,African Heritg in Europe,White,Elisa,37,20
30008,AAS,107D,001,TR 2:10-4:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,A-,African Heritg in Europe,White,Elisa,37,2
30008,AAS,107D,001,TR 2:10-4:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,B,African Heritg in Europe,White,Elisa,37,1
30008,AAS,107D,001,TR 2:10-4:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,B+,African Heritg in Europe,White,Elisa,37,2
30008,AAS,107D,001,TR 2:10-4:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,B-,African Heritg in Europe,White,Elisa,37,1
30008,AAS,107D,001,TR 2:10-4:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,C-,African Heritg in Europe,White,Elisa,37,1
30008,AAS,107D,001,TR 2:10-4:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,F,African Heritg in Europe,White,Elisa,37,2
30008,AAS,107D,001,TR 2:10-4:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,P*,African Heritg in Europe,White,Elisa,37,2
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,A,The Black Female,Mukiibi,Elizabeth,71,19
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,A+,The Black Female,Mukiibi,Elizabeth,71,10
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,A-,The Black Female,Mukiibi,Elizabeth,71,18
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,B,The Black Female,Mukiibi,Elizabeth,71,3
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,B+,The Black Female,Mukiibi,Elizabeth,71,7
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,B-,The Black Female,Mukiibi,Elizabeth,71,3
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,C,The Black Female,Mukiibi,Elizabeth,71,1
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,C+,The Black Female,Mukiibi,Elizabeth,71,1
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,C-,The Black Female,Mukiibi,Elizabeth,71,2
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,NP*,The Black Female,Mukiibi,Elizabeth,71,2
30009,AAS,123,001,MW 12:10-2:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,P*,The Black Female,Mukiibi,Elizabeth,71,5
30013,AAS,141,A02,"MW 4:40-6:00, W 11:00-11:50",Undergraduate Upper,202403,Spring Quarter 2024,4.0,A,African American Psych,Reyburn,Leeza,11,6
30013,AAS,141,A02,"MW 4:40-6:00, W 11:00-11:50",Undergraduate Upper,202403,Spring Quarter 2024,4.0,A+,African American Psych,Reyburn,Leeza,11,2
30013,AAS,141,A02,"MW 4:40-6:00, W 11:00-11:50",Undergraduate Upper,202403,Spring Quarter 2024,4.0,B,African American Psych,Reyburn,Leeza,11,2
30013,AAS,141,A02,"MW 4:40-6:00, W 11:00-11:50",Undergraduate Upper,202403,Spring Quarter 2024,4.0,F,African American Psych,Reyburn,Leeza,11,1
30027,AAS,198,003, :-:,Undergraduate Upper,202403,Spring Quarter 2024,2.0,P,Directed Gp Study,Ampaw-Matthei,Katherine,12,11
30027,AAS,198,003, :-:,Undergraduate Upper,202403,Spring Quarter 2024,4.0,P,Directed Gp Study,Ampaw-Matthei,Katherine,12,1
30040,ABG,200B,001,MW 3:40-5:00,Graduate,202403,Spring Quarter 2024,3.0,A,Integrated Animal Bio II,Rossow,Heidi,11,10
30040,ABG,200B,001,MW 3:40-5:00,Graduate,202403,Spring Quarter 2024,3.0,RD,Integrated Animal Bio II,Rossow,Heidi,11,1
30169,ABI,050C,001,TR 9:00-10:20,Undergraduate Lower,202403,Spring Quarter 2024,3.0,A,Animal Biology,Attardo,Geoffrey,41,28
30169,ABI,050C,001,TR 9:00-10:20,Undergraduate Lower,202403,Spring Quarter 2024,3.0,A+,Animal Biology,Attardo,Geoffrey,41,11
30169,ABI,050C,001,TR 9:00-10:20,Undergraduate Lower,202403,Spring Quarter 2024,3.0,A-,Animal Biology,Attardo,Geoffrey,41,1
30169,ABI,050C,001,TR 9:00-10:20,Undergraduate Lower,202403,Spring Quarter 2024,3.0,I,Animal Biology,Attardo,Geoffrey,41,1
30170,ABI,050C,002,TR 4:40-6:00,Undergraduate Lower,202403,Spring Quarter 2024,3.0,A,Animal Biology,Attardo,Geoffrey,30,20
30170,ABI,050C,002,TR 4:40-6:00,Undergraduate Lower,202403,Spring Quarter 2024,3.0,A+,Animal Biology,Attardo,Geoffrey,30,9
30170,ABI,050C,002,TR 4:40-6:00,Undergraduate Lower,202403,Spring Quarter 2024,3.0,A-,Animal Biology,Attardo,Geoffrey,30,1
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,A,Animal Biochem & Metabol,Pettey,Lee,193,30
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,A+,Animal Biochem & Metabol,Pettey,Lee,193,14
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,A-,Animal Biochem & Metabol,Pettey,Lee,193,10
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,B,Animal Biochem & Metabol,Pettey,Lee,193,22
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,B+,Animal Biochem & Metabol,Pettey,Lee,193,20
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,B-,Animal Biochem & Metabol,Pettey,Lee,193,13
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,C,Animal Biochem & Metabol,Pettey,Lee,193,26
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,C+,Animal Biochem & Metabol,Pettey,Lee,193,26
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,C-,Animal Biochem & Metabol,Pettey,Lee,193,10
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,D,Animal Biochem & Metabol,Pettey,Lee,193,10
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,D+,Animal Biochem & Metabol,Pettey,Lee,193,6
30178,ABI,103,001,"F 8:00-8:50, MTWR 8:00-8:50",Undergraduate Upper,202403,Spring Quarter 2024,5.0,D-,Animal Biochem & Metabol,Pettey,Lee,193,6
30226,ABI,189D,002, :-:,Undergraduate Upper,202403,Spring Quarter 2024,1.0,I,Senior Practicum Discuss,Kimsey,Robert,37,1
30226,ABI,189D,002, :-:,Undergraduate Upper,202403,Spring Quarter 2024,1.0,P,Senior Practicum Discuss,Kimsey,Robert,37,36
30270,ABI,198,001,WF 9:00-1:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,A,Group Study,McMunn,Marshall,18,5
30270,ABI,198,001,WF 9:00-1:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,A+,Group Study,McMunn,Marshall,18,2
30270,ABI,198,001,WF 9:00-1:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,A-,Group Study,McMunn,Marshall,18,8
30270,ABI,198,001,WF 9:00-1:00,Undergraduate Upper,202403,Spring Quarter 2024,4.0,B+,Group Study,McMunn,Marshall,18,3
30278,ABT,015,A01,"M 11:00-11:50, T 9:00-11:50",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Wood Prop & Fabrication,Frank,Daniel,19,19
30279,ABT,015,A02,"M 11:00-11:50, W 9:00-11:50",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Wood Prop & Fabrication,Frank,Daniel,23,23
30280,ABT,016,A01,"M 12:10-1:00, R 9:00-11:50",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Metal Prop & Fabrication,Frank,Daniel,24,24
30281,ABT,016,A02,"F 9:00-11:50, M 12:10-1:00",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Metal Prop & Fabrication,Frank,Daniel,24,23
30281,ABT,016,A02,"F 9:00-11:50, M 12:10-1:00",Undergraduate Lower,202403,Spring Quarter 2024,2.0,S,Metal Prop & Fabrication,Frank,Daniel,24,1
30282,ABT,049,A01,"M 1:10-4:00, M 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Field Eqpt Operation,Frank,Daniel,20,20
30283,ABT,049,A02,"M 9:00-9:50, T 1:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,2.0,NP,Field Eqpt Operation,Frank,Daniel,21,3
30283,ABT,049,A02,"M 9:00-9:50, T 1:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Field Eqpt Operation,Frank,Daniel,21,18
30284,ABT,049,A03,"M 9:00-9:50, W 1:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Field Eqpt Operation,Frank,Daniel,20,20
30285,ABT,049,A04,"M 9:00-9:50, R 1:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,2.0,NP,Field Eqpt Operation,Frank,Daniel,22,1
30285,ABT,049,A04,"M 9:00-9:50, R 1:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Field Eqpt Operation,Frank,Daniel,22,21
30286,ABT,049,A05,"F 1:10-4:00, M 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Field Eqpt Operation,Frank,Daniel,20,20
30287,ABT,049,A06,"M 9:00-9:50, S 9:00-11:50",Undergraduate Lower,202403,Spring Quarter 2024,2.0,NP,Field Eqpt Operation,Frank,Daniel,18,1
30287,ABT,049,A06,"M 9:00-9:50, S 9:00-11:50",Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Field Eqpt Operation,Frank,Daniel,18,17
30341,ABT,150,A01,"F 9:00-11:50, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,A,Intro to GIS,Dahlke,Helen,12,4
30341,ABT,150,A01,"F 9:00-11:50, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,A+,Intro to GIS,Dahlke,Helen,12,2
30341,ABT,150,A01,"F 9:00-11:50, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,A-,Intro to GIS,Dahlke,Helen,12,2
30341,ABT,150,A01,"F 9:00-11:50, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,B,Intro to GIS,Dahlke,Helen,12,1
30341,ABT,150,A01,"F 9:00-11:50, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,B+,Intro to GIS,Dahlke,Helen,12,3
30343,ABT,150,A03,"R 1:10-4:00, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,A,Intro to GIS,Dahlke,Helen,18,6
30343,ABT,150,A03,"R 1:10-4:00, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,A+,Intro to GIS,Dahlke,Helen,18,1
30343,ABT,150,A03,"R 1:10-4:00, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,A-,Intro to GIS,Dahlke,Helen,18,6
30343,ABT,150,A03,"R 1:10-4:00, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,B+,Intro to GIS,Dahlke,Helen,18,3
30343,ABT,150,A03,"R 1:10-4:00, TR 9:00-10:20",Undergraduate Upper,202403,Spring Quarter 2024,4.0,B-,Intro to GIS,Dahlke,Helen,18,2
30409,ABT,197T,009, :-:,Undergraduate Upper,202403,Spring Quarter 2024,1.0,P,Tutor Appl Biol Sys Tech,Frank,Daniel,25,16
30409,ABT,197T,009, :-:,Undergraduate Upper,202403,Spring Quarter 2024,1.0,S,Tutor Appl Biol Sys Tech,Frank,Daniel,25,1
30409,ABT,197T,009, :-:,Undergraduate Upper,202403,Spring Quarter 2024,2.0,P,Tutor Appl Biol Sys Tech,Frank,Daniel,25,4
30409,ABT,197T,009, :-:,Undergraduate Upper,202403,Spring Quarter 2024,3.0,P,Tutor Appl Biol Sys Tech,Frank,Daniel,25,1
30409,ABT,197T,009, :-:,Undergraduate Upper,202403,Spring Quarter 2024,3.0,S,Tutor Appl Biol Sys Tech,Frank,Daniel,25,1
30409,ABT,197T,009, :-:,Undergraduate Upper,202403,Spring Quarter 2024,4.0,P,Tutor Appl Biol Sys Tech,Frank,Daniel,25,2
30479,ABT,212,001,"TR 2:10-4:00,  :-:",Graduate,202403,Spring Quarter 2024,4.0,A,Zero Net Energy,Kornbluth,Kurt,29,26
30479,ABT,212,001,"TR 2:10-4:00,  :-:",Graduate,202403,Spring Quarter 2024,4.0,A-,Zero Net Energy,Kornbluth,Kurt,29,2
30479,ABT,212,001,"TR 2:10-4:00,  :-:",Graduate,202403,Spring Quarter 2024,4.0,B+,Zero Net Energy,Kornbluth,Kurt,29,1
30562,ACC,205,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,A,Adv Financial Reporting,Skaife,Hollis,49,24
30562,ACC,205,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,A-,Adv Financial Reporting,Skaife,Hollis,49,5
30562,ACC,205,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,B,Adv Financial Reporting,Skaife,Hollis,49,13
30562,ACC,205,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,B+,Adv Financial Reporting,Skaife,Hollis,49,7
30564,ACC,243,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,A,Auditing & Attestation,Mubako,Grace,49,10
30564,ACC,243,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,A+,Auditing & Attestation,Mubako,Grace,49,5
30564,ACC,243,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,A-,Auditing & Attestation,Mubako,Grace,49,8
30564,ACC,243,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,B,Auditing & Attestation,Mubako,Grace,49,8
30564,ACC,243,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,B+,Auditing & Attestation,Mubako,Grace,49,10
30564,ACC,243,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,B-,Auditing & Attestation,Mubako,Grace,49,4
30564,ACC,243,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,C+,Auditing & Attestation,Mubako,Grace,49,3
30564,ACC,243,001, :-:,Graduate,202403,Spring Quarter 2024,4.0,C-,Auditing & Attestation,Mubako,Grace,49,1
30572,AED,098,001,T 12:10-1:00,Undergraduate Lower,202403,Spring Quarter 2024,1.0,P,Directed Group Study,Ebeler,Susan,22,12
30572,AED,098,001,T 12:10-1:00,Undergraduate Lower,202403,Spring Quarter 2024,2.0,NP,Directed Group Study,Ebeler,Susan,22,1
30572,AED,098,001,T 12:10-1:00,Undergraduate Lower,202403,Spring Quarter 2024,2.0,P,Directed Group Study,Ebeler,Susan,22,9
30591,AED,198,001,T 12:10-1:00,Undergraduate Upper,202403,Spring Quarter 2024,1.0,NP,Directed Group Study,Ebeler,Susan,15,1
30591,AED,198,001,T 12:10-1:00,Undergraduate Upper,202403,Spring Quarter 2024,1.0,P,Directed Group Study,Ebeler,Susan,15,6
30591,AED,198,001,T 12:10-1:00,Undergraduate Upper,202403,Spring Quarter 2024,2.0,P,Directed Group Study,Ebeler,Susan,15,8
30606,AGC,290,001,R 4:10-5:00,Graduate,202403,Spring Quarter 2024,1.0,S,Seminar,Hernes,Peter,13,13
30635,AHI,001C,A01,"F 11:00-11:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A,Baroque to Modern Art,Yonan,Michael,21,8
30635,AHI,001C,A01,"F 11:00-11:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A+,Baroque to Modern Art,Yonan,Michael,21,6
30635,AHI,001C,A01,"F 11:00-11:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A-,Baroque to Modern Art,Yonan,Michael,21,1
30635,AHI,001C,A01,"F 11:00-11:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,C,Baroque to Modern Art,Yonan,Michael,21,1
30635,AHI,001C,A01,"F 11:00-11:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,C+,Baroque to Modern Art,Yonan,Michael,21,1
30635,AHI,001C,A01,"F 11:00-11:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,F,Baroque to Modern Art,Yonan,Michael,21,1
30635,AHI,001C,A01,"F 11:00-11:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,NP*,Baroque to Modern Art,Yonan,Michael,21,1
30635,AHI,001C,A01,"F 11:00-11:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,P*,Baroque to Modern Art,Yonan,Michael,21,2
30636,AHI,001C,A02,"F 12:10-1:00, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A,Baroque to Modern Art,Yonan,Michael,23,14
30636,AHI,001C,A02,"F 12:10-1:00, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A+,Baroque to Modern Art,Yonan,Michael,23,3
30636,AHI,001C,A02,"F 12:10-1:00, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A-,Baroque to Modern Art,Yonan,Michael,23,2
30636,AHI,001C,A02,"F 12:10-1:00, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B+,Baroque to Modern Art,Yonan,Michael,23,3
30636,AHI,001C,A02,"F 12:10-1:00, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B-,Baroque to Modern Art,Yonan,Michael,23,1
30637,AHI,001C,A03,"MW 10:30-11:50, W 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A,Baroque to Modern Art,Yonan,Michael,23,7
30637,AHI,001C,A03,"MW 10:30-11:50, W 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A+,Baroque to Modern Art,Yonan,Michael,23,3
30637,AHI,001C,A03,"MW 10:30-11:50, W 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A-,Baroque to Modern Art,Yonan,Michael,23,2
30637,AHI,001C,A03,"MW 10:30-11:50, W 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B+,Baroque to Modern Art,Yonan,Michael,23,5
30637,AHI,001C,A03,"MW 10:30-11:50, W 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B-,Baroque to Modern Art,Yonan,Michael,23,2
30637,AHI,001C,A03,"MW 10:30-11:50, W 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,C,Baroque to Modern Art,Yonan,Michael,23,3
30637,AHI,001C,A03,"MW 10:30-11:50, W 9:00-9:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,C+,Baroque to Modern Art,Yonan,Michael,23,1
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A,Baroque to Modern Art,Yonan,Michael,23,2
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A+,Baroque to Modern Art,Yonan,Michael,23,3
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A-,Baroque to Modern Art,Yonan,Michael,23,6
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B,Baroque to Modern Art,Yonan,Michael,23,1
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B+,Baroque to Modern Art,Yonan,Michael,23,4
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B-,Baroque to Modern Art,Yonan,Michael,23,1
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,C+,Baroque to Modern Art,Yonan,Michael,23,1
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,D,Baroque to Modern Art,Yonan,Michael,23,1
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,F,Baroque to Modern Art,Yonan,Michael,23,1
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,NP*,Baroque to Modern Art,Yonan,Michael,23,1
30638,AHI,001C,A04,"MW 10:30-11:50, T 3:10-4:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,P*,Baroque to Modern Art,Yonan,Michael,23,2
30639,AHI,001C,A05,"F 9:00-9:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A,Baroque to Modern Art,Yonan,Michael,23,5
30639,AHI,001C,A05,"F 9:00-9:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A+,Baroque to Modern Art,Yonan,Michael,23,7
30639,AHI,001C,A05,"F 9:00-9:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A-,Baroque to Modern Art,Yonan,Michael,23,3
30639,AHI,001C,A05,"F 9:00-9:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B,Baroque to Modern Art,Yonan,Michael,23,1
30639,AHI,001C,A05,"F 9:00-9:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B+,Baroque to Modern Art,Yonan,Michael,23,1
30639,AHI,001C,A05,"F 9:00-9:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B-,Baroque to Modern Art,Yonan,Michael,23,2
30639,AHI,001C,A05,"F 9:00-9:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,D,Baroque to Modern Art,Yonan,Michael,23,1
30639,AHI,001C,A05,"F 9:00-9:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,NP*,Baroque to Modern Art,Yonan,Michael,23,3
30640,AHI,001C,A06,"F 10:00-10:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A,Baroque to Modern Art,Yonan,Michael,21,6
30640,AHI,001C,A06,"F 10:00-10:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A+,Baroque to Modern Art,Yonan,Michael,21,4
30640,AHI,001C,A06,"F 10:00-10:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A-,Baroque to Modern Art,Yonan,Michael,21,6
30640,AHI,001C,A06,"F 10:00-10:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B,Baroque to Modern Art,Yonan,Michael,21,1
30640,AHI,001C,A06,"F 10:00-10:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,B+,Baroque to Modern Art,Yonan,Michael,21,3
30640,AHI,001C,A06,"F 10:00-10:50, MW 10:30-11:50",Undergraduate Lower,202403,Spring Quarter 2024,4.0,P*,Baroque to Modern Art,Yonan,Michael,21,1
30641,AHI,001D,A01,"TR 1:40-3:00, W 4:10-5:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A,Arts of Asia,Yipaer,Aierken,37,1
30641,AHI,001D,A01,"TR 1:40-3:00, W 4:10-5:00",Undergraduate Lower,202403,Spring Quarter 2024,4.0,A+,Arts of Asia,Yipaer,Aierken,37,19
